ベンダ,GRAPHTEC Corporation
モデル,GL240
ファームウェア,Ver1.54
ソフトウェア, "Ver1.25"
最大CH数,10CH
GS開始CH
WL開始CH,10CH
測定間隔,10min
測定点数,890         
トリガ点,0           
開始時刻,2025-12-02,12:07:48
終了時刻,2025-12-08,16:17:58
トリガ時刻,2025-12-02,12:07:58
AC Mode, AC1_2, AC1_2
Logic/Pulse,Off,Off
アンプ設定
CH,信号名,アンプ,入力,レンジ,温度レンジ,フィルタ,スパン,,単位
CH1,CH 1,M,DC,1-5V,,20,80.000000,-20.000000,ﾟC
CH2,CH 2,M,DC,1-5V,,20,100.000000,0.000000,%
CH3,CH 3,M,DC,2V,,20,40.000000,-60.000000,ﾟC
CH4,CH 4,M,DC,2V,,20,50.000000,-50.000000,%
CH5,CH 5,M,DC,100mV,,20,1250.000000,-1250.000000,W/m2
CH6,CH 6,M,DC,100V,,20,50.000000,-50.000000,V
CH7,CH 7,M,DC,100V,,20,50.000000,-50.000000,V
CH8,CH 8,M,DC,100V,,20,50.000000,-50.000000,V
CH9,CH 9,M,DC,100V,,20,50.000000,-50.000000,V
CH10,CH10,M,DC,100V,,20,70.000000,-30.000000,V
測定値
番号,日付 時間,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,Alarm1,AlarmOut
13,2025-12-02 14:07:58,000,+27.263,+42.806,+19.600,+21.750,+31.1,+0.00,+0.00,+0.00,+0.00,-0.01,LLLLLLLLLL,LLLLL
14,2025-12-02 14:17:58,000,+25.875,+43.575,+19.595,+21.760,+47.6,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
15,2025-12-02 14:27:58,000,+25.019,+48.013,+19.630,+21.780,+53.2,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
16,2025-12-02 14:37:58,000,+24.469,+49.838,+19.750,+21.770,+25.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
17,2025-12-02 14:47:58,000,+23.994,+53.437,+19.755,+21.770,+41.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
18,2025-12-02 14:57:58,000,+23.594,+57.531,+19.805,+21.780,+29.9,+0.00,-0.01,+0.00,+0.00,-0.01,LLLLLLLLLL,LLLLL
19,2025-12-02 15:07:58,000,+23.212,+60.081,+19.830,+21.790,+23.5,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
20,2025-12-02 15:17:58,000,+22.881,+61.925,+19.865,+21.820,+18.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
21,2025-12-02 15:27:58,000,+22.581,+62.994,+19.945,+21.750,+15.2,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
22,2025-12-02 15:37:58,000,+22.206,+63.469,+19.980,+21.750,+10.2,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
23,2025-12-02 15:47:58,000,+21.744,+63.631,+19.975,+21.750,+7.2,-0.01,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
24,2025-12-02 15:57:58,000,+21.212,+63.838,+19.975,+21.740,+5.6,+0.00,-0.01,-0.01,+0.00,-0.01,LLLLLLLLLL,LLLLL
25,2025-12-02 16:07:58,000,+20.675,+64.119,+19.925,+21.730,+4.5,+0.00,+0.01,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLL
26,2025-12-02 16:17:58,000,+20.144,+64.431,+19.845,+21.720,+1.4,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
27,2025-12-02 16:27:58,000,+19.631,+64.719,+19.835,+21.710,+0.8,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
28,2025-12-02 16:37:58,000,+19.138,+64.937,+19.800,+21.720,+0.4,-0.01,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
29,2025-12-02 16:47:58,000,+18.656,+65.094,+19.750,+21.710,+0.2,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
30,2025-12-02 16:57:58,000,+18.213,+65.181,+19.680,+21.720,+0.1,+0.00,+0.01,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
31,2025-12-02 17:07:58,000,+17.837,+65.213,+19.615,+21.710,+0.0,-0.01,+0.00,-0.01,+0.00,-0.01,LLLLLLLLLL,LLLLL
32,2025-12-02 17:17:58,000,+17.519,+65.250,+19.595,+21.690,+0.1,+0.01,+0.00,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLL
33,2025-12-02 17:27:58,000,+17.256,+65.431,+19.555,+21.710,+0.1,+0.00,+0.01,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLL
34,2025-12-02 17:37:58,000,+17.038,+65.956,+19.505,+21.700,+0.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
35,2025-12-02 17:47:58,000,+16.844,+66.406,+19.430,+21.700,+0.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
36,2025-12-02 17:57:58,000,+16.631,+66.400,+19.355,+21.710,+0.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
37,2025-12-02 18:07:58,000,+16.400,+66.500,+19.300,+21.690,+0.2,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
38,2025-12-02 18:17:58,000,+16.188,+66.812,+19.190,+21.700,+0.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
39,2025-12-02 18:27:58,000,+15.994,+67.050,+19.150,+21.670,+0.1,-0.01,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
40,2025-12-02 18:37:58,000,+15.769,+67.006,+19.060,+21.660,+0.1,+0.00,+0.00,+0.00,+0.00,+0.01,LLLLLLLLLL,LLLLL
41,2025-12-02 18:47:58,000,+15.456,+67.069,+18.945,+21.620,+0.0,+0.00,+0.00,+0.01,+0.00,+0.00,LLLLLLLLLL,LLLLL
42,2025-12-02 18:57:58,000,+15.231,+67.244,+18.870,+21.610,+0.1,+0.01,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
43,2025-12-02 19:07:58,000,+14.981,+67.506,+18.775,+21.620,+0.1,-0.01,-0.01,+0.00,-0.01,-0.01,LLLLLLLLLL,LLLLL
44,2025-12-02 19:17:58,000,+14.731,+67.888,+18.700,+21.610,+0.0,+0.00,+0.01,+0.00,+0.00,+0.01,LLLLLLLLLL,LLLLL
45,2025-12-02 19:27:58,000,+14.550,+68.356,+18.585,+21.610,+0.1,+0.01,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
46,2025-12-02 19:37:58,000,+14.437,+68.706,+18.505,+21.620,+0.0,+0.00,+0.00,-0.01,-0.01,+0.00,LLLLLLLLLL,LLLLL
47,2025-12-02 19:47:58,000,+14.369,+69.038,+18.465,+21.600,+0.0,+0.00,+0.00,-0.01,+0.00,+0.00,LLLLLLLLLL,LLLLL
48,2025-12-02 19:57:58,000,+14.319,+69.469,+18.370,+21.620,+0.0,+0.00,+0.00,+0.00,-0.01,-0.01,LLLLLLLLLL,LLLLL
49,2025-12-02 20:07:58,000,+14.319,+69.837,+18.310,+21.620,+0.0,+0.01,+0.01,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLL
50,2025-12-02 20:17:58,000,+14.312,+74.444,+18.265,+21.610,+0.1,+0.00,-0.01,+0.00,-0.01,+0.00,LLLLLLLLLL,LLLLL
51,2025-12-02 20:27:58,000,+14.319,+74.531,+18.220,+21.610,+0.0,+0.00,+0.00,+0.00,+0.00,-0.01,LLLLLLLLLL,LLLLL
52,2025-12-02 20:37:58,000,+14.350,+74.737,+18.140,+21.610,+0.2,+0.01,+0.01,+0.00,+0.00,+0.01,LLLLLLLLLL,LLLLL
53,2025-12-02 20:47:58,000,+14.337,+74.812,+18.100,+21.590,+0.0,+0.00,+0.01,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLL
54,2025-12-02 20:57:58,000,+14.331,+74.869,+18.065,+21.610,+0.0,-0.01,+0.00,-0.01,+0.00,+0.00,LLLLLLLLLL,LLLLL
55,2025-12-02 21:07:58,000,+14.331,+74.888,+18.025,+21.580,+0.0,+0.01,+0.01,+0.01,+0.00,+0.00,LLLLLLLLLL,LLLLL
56,2025-12-02 21:17:58,000,+14.281,+74.838,+17.940,+21.570,+0.1,+0.00,+0.00,+0.00,-0.01,+0.00,LLLLLLLLLL,LLLLL
57,2025-12-02 21:27:58,000,+14.150,+74.625,+17.880,+21.540,+0.0,-0.01,-0.01,+0.00,+0.00,-0.01,LLLLLLLLLL,LLLLL
58,2025-12-02 21:37:58,000,+13.913,+74.288,+17.820,+21.570,+0.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
59,2025-12-02 21:47:58,000,+13.681,+74.200,+17.690,+21.520,+0.1,+0.00,-0.01,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
60,2025-12-02 21:57:58,000,+13.437,+74.069,+17.560,+21.520,+0.1,+0.01,+0.01,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLL
61,2025-12-02 22:07:58,000,+13.256,+74.019,+17.445,+21.510,+0.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
62,2025-12-02 22:17:58,000,+13.013,+73.869,+17.330,+21.520,+0.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
63,2025-12-02 22:27:58,000,+12.712,+73.800,+17.295,+21.490,+0.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
64,2025-12-02 22:37:58,000,+12.513,+73.850,+17.205,+21.440,+0.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
65,2025-12-02 22:47:58,000,+12.325,+73.875,+17.085,+21.430,+0.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
66,2025-12-02 22:57:58,000,+12.094,+73.913,+17.005,+21.440,+0.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
67,2025-12-02 23:07:58,000,+11.925,+73.956,+16.880,+21.430,+0.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
68,2025-12-02 23:17:58,000,+11.744,+74.006,+16.815,+21.430,+0.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
69,2025-12-02 23:27:58,000,+11.587,+74.050,+16.695,+21.430,+0.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
70,2025-12-02 23:37:58,000,+11.406,+74.112,+16.635,+21.300,+0.0,+0.00,+0.01,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
71,2025-12-02 23:47:58,000,+11.312,+74.175,+16.560,+21.300,+0.0,+0.01,+0.00,+0.01,+0.00,+0.00,LLLLLLLLLL,LLLLL
72,2025-12-02 23:57:58,000,+11.194,+74.175,+16.445,+21.270,+0.2,+0.01,+0.00,+0.01,+0.00,+0.01,LLLLLLLLLL,LLLLL
73,2025-12-03 00:07:58,000,+11.087,+74.206,+16.360,+21.260,+0.1,+0.01,+0.00,+0.00,+0.01,+0.00,LLLLLLLLLL,LLLLL
74,2025-12-03 00:17:58,000,+10.994,+74.300,+16.240,+21.270,+0.0,+0.00,+0.00,+0.01,+0.00,+0.01,LLLLLLLLLL,LLLLL
75,2025-12-03 00:27:58,000,+10.963,+74.400,+16.165,+21.270,-0.2,+0.01,+0.00,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLL
76,2025-12-03 00:37:58,000,+10.944,+74.475,+16.065,+21.270,+0.1,+0.00,+0.00,+0.00,-0.01,+0.00,LLLLLLLLLL,LLLLL
77,2025-12-03 00:47:58,000,+10.925,+74.537,+15.995,+21.260,+0.0,+0.00,+0.01,+0.00,+0.01,+0.00,LLLLLLLLLL,LLLLL
78,2025-12-03 00:57:58,000,+10.881,+74.569,+15.885,+21.270,+0.0,+0.00,+0.00,-0.01,-0.01,+0.00,LLLLLLLLLL,LLLLL
79,2025-12-03 01:07:58,000,+10.844,+74.594,+15.820,+21.260,+0.0,+0.00,-0.01,+0.00,-0.01,-0.01,LLLLLLLLLL,LLLLL
80,2025-12-03 01:17:58,000,+10.781,+74.650,+15.760,+21.240,+0.0,+0.00,+0.00,-0.01,+0.00,-0.01,LLLLLLLLLL,LLLLL
81,2025-12-03 01:27:58,000,+10.712,+74.631,+15.640,+21.220,+0.1,+0.01,+0.00,+0.01,+0.00,+0.01,LLLLLLLLLL,LLLLL
82,2025-12-03 01:37:58,000,+10.638,+74.631,+15.595,+21.200,+0.0,+0.00,+0.01,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLL
83,2025-12-03 01:47:58,000,+10.562,+74.606,+15.520,+21.180,+0.1,+0.01,+0.01,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLL
84,2025-12-03 01:57:58,000,+10.469,+74.631,+15.395,+21.180,+0.1,-0.01,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
85,2025-12-03 02:07:58,000,+10.394,+74.662,+15.320,+21.180,+0.2,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
86,2025-12-03 02:17:58,000,+10.325,+74.675,+15.235,+21.180,+0.0,+0.00,+0.01,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLL
87,2025-12-03 02:27:58,000,+10.244,+74.631,+15.155,+21.190,+0.0,+0.00,-0.01,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
88,2025-12-03 02:37:58,000,+10.131,+74.581,+15.060,+21.180,+0.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
89,2025-12-03 02:47:58,000,+10.012,+74.506,+14.990,+21.180,+0.0,+0.00,+0.00,+0.00,+0.00,-0.01,LLLLLLLLLL,LLLLL
90,2025-12-03 02:57:58,000,+9.881,+74.413,+14.910,+21.180,+0.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
91,2025-12-03 03:07:58,000,+9.756,+74.375,+14.790,+21.140,+0.1,-0.01,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
92,2025-12-03 03:17:58,000,+9.631,+74.381,+14.710,+21.130,+0.0,+0.01,+0.01,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLL
93,2025-12-03 03:27:58,000,+9.538,+74.388,+14.610,+21.090,+0.1,+0.00,+0.00,+0.00,+0.00,-0.01,LLLLLLLLLL,LLLLL
94,2025-12-03 03:37:58,000,+9.431,+74.375,+14.540,+21.090,+0.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
95,2025-12-03 03:47:58,000,+9.344,+74.394,+14.430,+21.100,+0.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
96,2025-12-03 03:57:58,000,+9.238,+74.400,+14.345,+21.090,+0.1,+0.01,+0.01,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLL
97,2025-12-03 04:07:58,000,+9.138,+74.381,+14.230,+21.090,+0.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
98,2025-12-03 04:17:58,000,+9.044,+74.494,+14.150,+21.070,+0.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
99,2025-12-03 04:27:58,000,+9.000,+74.638,+14.065,+21.060,+0.1,-0.01,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
100,2025-12-03 04:37:58,000,+8.969,+74.800,+13.980,+21.040,+0.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
101,2025-12-03 04:47:58,000,+8.975,+74.937,+13.915,+21.020,+0.0,+0.00,+0.00,+0.00,+0.00,+0.01,LLLLLLLLLL,LLLLL
102,2025-12-03 04:57:58,000,+9.006,+75.131,+13.865,+21.020,+0.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
103,2025-12-03 05:07:58,000,+9.075,+75.319,+13.770,+21.020,+0.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
104,2025-12-03 05:17:58,000,+9.156,+75.419,+13.715,+21.020,+0.1,-0.01,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
105,2025-12-03 05:27:58,000,+9.231,+75.531,+13.690,+21.030,+0.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
106,2025-12-03 05:37:58,000,+9.288,+75.556,+13.640,+21.020,+0.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
107,2025-12-03 05:47:58,000,+9.344,+75.600,+13.585,+21.010,+0.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
108,2025-12-03 05:57:58,000,+9.381,+75.669,+13.550,+21.020,+0.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
109,2025-12-03 06:07:58,000,+9.406,+75.731,+13.510,+21.010,+0.1,+0.00,+0.00,+0.00,+0.00,-0.01,LLLLLLLLLL,LLLLL
110,2025-12-03 06:17:58,000,+9.450,+75.756,+13.470,+21.030,+0.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
111,2025-12-03 06:27:58,000,+9.469,+75.769,+13.405,+21.020,+0.2,-0.01,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
112,2025-12-03 06:37:58,000,+9.487,+75.806,+13.390,+21.010,+0.4,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
113,2025-12-03 06:47:58,000,+9.506,+75.869,+13.350,+21.020,+0.8,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
114,2025-12-03 06:57:58,000,+9.550,+75.894,+13.315,+20.970,+2.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
115,2025-12-03 07:07:58,000,+9.600,+75.950,+13.315,+20.950,+2.0,+0.00,+0.00,+0.00,+0.00,-0.01,LLLLLLLLLL,LLLLL
116,2025-12-03 07:17:58,000,+9.644,+76.044,+13.270,+20.940,+4.0,-0.01,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
117,2025-12-03 07:27:58,000,+9.719,+76.100,+13.275,+20.940,+3.4,+0.01,+0.01,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLL
118,2025-12-03 07:37:58,000,+9.806,+76.119,+13.200,+20.960,+4.0,+0.00,+0.00,+0.00,-0.01,+0.00,LLLLLLLLLL,LLLLL
119,2025-12-03 07:47:58,000,+9.906,+76.231,+13.190,+20.940,+6.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
120,2025-12-03 07:57:58,000,+10.044,+76.381,+13.195,+20.950,+4.1,+0.01,+0.00,+0.00,+0.01,+0.01,LLLLLLLLLL,LLLLL
121,2025-12-03 08:07:58,000,+10.187,+76.463,+13.195,+20.950,+4.8,+0.01,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
122,2025-12-03 08:17:58,000,+10.344,+76.494,+13.195,+20.950,+7.0,+0.00,-0.01,-0.01,-0.01,+0.00,LLLLLLLLLL,LLLLL
123,2025-12-03 08:27:58,000,+10.481,+76.475,+13.195,+20.960,+5.9,+0.01,+0.01,+0.00,+0.00,+0.01,LLLLLLLLLL,LLLLL
124,2025-12-03 08:37:58,000,+10.606,+76.419,+13.195,+20.950,+6.6,-0.01,-0.01,-0.01,-0.01,+0.00,LLLLLLLLLL,LLLLL
125,2025-12-03 08:47:58,000,+10.731,+76.388,+13.195,+20.950,+3.1,+0.00,+0.00,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
126,2025-12-03 08:57:58,000,+10.831,+76.388,+13.225,+20.960,+6.1,+0.00,+0.01,+0.00,+0.01,+0.01,LLLLLLLLLL,LLLLL
127,2025-12-03 09:07:58,000,+10.963,+76.412,+13.280,+20.950,+15.8,+0.00,+0.00,+0.01,+0.00,+0.00,LLLLLLLLLL,LLLLL
128,2025-12-03 09:17:58,000,+11.119,+76.475,+13.280,+20.970,+5.2,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
129,2025-12-03 09:27:58,000,+11.288,+76.537,+13.315,+20.950,+14.3,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
130,2025-12-03 09:37:58,000,+11.481,+76.525,+13.325,+21.120,+20.5,-0.01,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
131,2025-12-03 09:47:58,000,+11.719,+76.575,+13.365,+21.130,+12.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
132,2025-12-03 09:57:58,000,+11.956,+76.588,+13.405,+21.120,+22.9,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
133,2025-12-03 10:07:58,000,+12.200,+76.600,+13.485,+21.130,+8.2,+0.00,+0.00,+0.00,+0.00,+0.01,LLLLLLLLLL,LLLLL
134,2025-12-03 10:17:58,000,+12.425,+76.600,+13.525,+21.140,+10.4,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
135,2025-12-03 10:27:58,000,+12.644,+76.575,+13.560,+21.140,+13.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
136,2025-12-03 10:37:58,000,+12.819,+76.531,+13.565,+21.130,+8.5,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
137,2025-12-03 10:47:58,000,+12.937,+76.444,+13.605,+21.130,+12.9,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
138,2025-12-03 10:57:58,000,+13.075,+76.425,+13.685,+21.130,+27.1,+0.00,+0.00,+0.00,+0.00,-0.01,LLLLLLLLLL,LLLLL
139,2025-12-03 11:07:58,000,+13.244,+76.475,+13.735,+21.140,+13.1,+0.01,+0.00,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLL
140,2025-12-03 11:17:58,000,+13.394,+76.419,+13.775,+21.140,+19.0,+0.01,+0.01,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLL
141,2025-12-03 11:27:58,000,+13.588,+76.456,+13.805,+21.160,+26.5,+0.00,+0.00,+0.00,-0.01,+0.00,LLLLLLLLLL,LLLLL
142,2025-12-03 11:37:58,000,+13.806,+76.487,+13.935,+21.180,+18.9,+0.00,-0.01,+0.00,-0.01,+0.00,LLLLLLLLLL,LLLLL
143,2025-12-03 11:47:58,000,+14.019,+76.463,+13.975,+21.190,+11.5,+0.00,+0.00,-0.01,+0.00,+0.00,LLLLLLLLLL,LLLLL
144,2025-12-03 11:57:58,000,+14.131,+76.306,+14.020,+21.150,+9.2,+0.00,+0.00,+0.01,+0.00,+0.01,LLLLLLLLLL,LLLLL
145,2025-12-03 12:07:58,000,+14.125,+76.081,+14.090,+21.150,+10.1,-0.01,-0.01,-0.01,+0.00,-0.01,LLLLLLLLLL,LLLLL
146,2025-12-03 12:17:58,000,+14.144,+76.031,+14.100,+21.190,+17.6,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
147,2025-12-03 12:27:58,000,+14.237,+76.063,+14.155,+21.210,+23.1,+0.00,-0.01,+0.00,-0.01,-0.01,LLLLLLLLLL,LLLLL
148,2025-12-03 12:37:58,000,+14.369,+76.063,+14.220,+21.170,+23.5,+0.01,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
149,2025-12-03 12:47:58,000,+14.550,+76.119,+14.255,+21.210,+43.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
150,2025-12-03 12:57:58,000,+14.862,+76.300,+14.390,+21.250,+32.0,+0.00,+0.00,+0.01,+0.01,+0.00,LLLLLLLLLL,LLLLL
